observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId	replicateId
obsE		C1	0.00214561745616873	10	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00219302783798531	10	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00167046394028974	10	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00211753129262287	20	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00196815141167124	20	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00200367764566478	20	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00194119488531028	30	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00198916983348727	30	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00216604787530666	30	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00230191673836344	40	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00229716634705748	40	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00196885248042226	40	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.002071298409183	50	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00221388727545369	50	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00225245082565389	50	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00189496930421186	60	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00197015865429074	60	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00244160231820257	60	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00245078300302635	70	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00238764856148141	70	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00213334531706551	70	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00261321073249511	80	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00247072587203227	80	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00248071221118736	80	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00227684276036252	90	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00247692811573971	90	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00218849716482128	90	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsE		C1	0.00207504052733004	100	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00235842113168819	100	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	1
obsE		C1	0.00230572539252118	100	offset_E	sigmaRel_obsE;sigmaAbs_obsE	data1	2
obsES		C1	0.895308978580923	10		sigma_obsES	data1	1
obsES		C1	1.01891795961163	10		sigma_obsES	data1	1
obsES		C1	0.983660393874997	10		sigma_obsES	data1	2
obsES		C1	0.919063769890578	20		sigma_obsES	data1	1
obsES		C1	0.904881938575253	20		sigma_obsES	data1	1
obsES		C1	0.846466688886335	20		sigma_obsES	data1	2
obsES		C1	1.0051992896996	30		sigma_obsES	data1	1
obsES		C1	0.934923607325582	30		sigma_obsES	data1	1
obsES		C1	0.877249258526499	30		sigma_obsES	data1	2
obsES		C1	0.92010378575637	40		sigma_obsES	data1	1
obsES		C1	1.04975617741205	40		sigma_obsES	data1	1
obsES		C1	1.0957641354337	40		sigma_obsES	data1	2
obsES		C1	0.946023607299982	50		sigma_obsES	data1	1
obsES		C1	1.06212624191739	50		sigma_obsES	data1	1
obsES		C1	1.07447583670181	50		sigma_obsES	data1	2
obsES		C1	0.942380253503993	60		sigma_obsES	data1	1
obsES		C1	1.08396230662389	60		sigma_obsES	data1	1
obsES		C1	0.954561114284182	60		sigma_obsES	data1	2
obsES		C1	1.02425812052959	70		sigma_obsES	data1	1
obsES		C1	0.948025866154797	70		sigma_obsES	data1	1
obsES		C1	1.06633662153427	70		sigma_obsES	data1	2
obsES		C1	1.06703667360369	80		sigma_obsES	data1	1
obsES		C1	0.904076321881888	80		sigma_obsES	data1	1
obsES		C1	1.11450237163213	80		sigma_obsES	data1	2
obsES		C1	0.987137357962981	90		sigma_obsES	data1	1
obsES		C1	0.867012214645582	90		sigma_obsES	data1	1
obsES		C1	1.08220695402452	90		sigma_obsES	data1	2
obsES		C1	1.21282431220102	100		sigma_obsES	data1	1
obsES		C1	1.03251985524503	100		sigma_obsES	data1	1
obsES		C1	0.992742810994783	100		sigma_obsES	data1	2
obsP		C1	1.09009139028653	10		sigma_obsP	data1	1
obsP		C1	0.99893974864683	10		sigma_obsP	data1	1
obsP		C1	0.941883893584917	10		sigma_obsP	data1	2
obsP		C1	2.05349656416246	20		sigma_obsP	data1	1
obsP		C1	2.31326667597102	20		sigma_obsP	data1	1
obsP		C1	1.82936658855157	20		sigma_obsP	data1	2
obsP		C1	3.1977799607276	30		sigma_obsP	data1	1
obsP		C1	2.95321847065057	30		sigma_obsP	data1	1
obsP		C1	3.48253956015719	30		sigma_obsP	data1	2
obsP		C1	3.50210984906939	40		sigma_obsP	data1	1
obsP		C1	3.8590512053491	40		sigma_obsP	data1	1
obsP		C1	3.90764127933253	40		sigma_obsP	data1	2
obsP		C1	4.99863496867419	50		sigma_obsP	data1	1
obsP		C1	4.38017179045883	50		sigma_obsP	data1	1
obsP		C1	4.96586145756247	50		sigma_obsP	data1	2
obsP		C1	5.22091917887576	60		sigma_obsP	data1	1
obsP		C1	6.61987838286045	60		sigma_obsP	data1	1
obsP		C1	6.84127555839451	60		sigma_obsP	data1	2
obsP		C1	7.92528852876682	70		sigma_obsP	data1	1
obsP		C1	6.85098016132644	70		sigma_obsP	data1	1
obsP		C1	6.53470141191797	70		sigma_obsP	data1	2
obsP		C1	7.42922894220714	80		sigma_obsP	data1	1
obsP		C1	8.10230490583018	80		sigma_obsP	data1	1
obsP		C1	8.29983587181152	80		sigma_obsP	data1	2
obsP		C1	8.35516153085128	90		sigma_obsP	data1	1
obsP		C1	8.94599235286477	90		sigma_obsP	data1	1
obsP		C1	10.0958183651647	90		sigma_obsP	data1	2
obsP		C1	9.70679838355197	100		sigma_obsP	data1	1
obsP		C1	10.2139350924231	100		sigma_obsP	data1	1
obsP		C1	11.2597156201769	100		sigma_obsP	data1	2
obsS		C1	96.5649490260495	10	offset_S	sigma_obsS	data1	1
obsS		C1	75.5961389183351	10	offset_S	sigma_obsS	data1	1
obsS		C1	95.3574421354793	10	offset_S	sigma_obsS	data1	2
obsS		C1	100.232647186859	20	offset_S	sigma_obsS	data1	1
obsS		C1	94.3662465740365	20	offset_S	sigma_obsS	data1	1
obsS		C1	92.9045481364269	20	offset_S	sigma_obsS	data1	2
obsS		C1	96.0897942113563	30	offset_S	sigma_obsS	data1	1
obsS		C1	97.6409869830182	30	offset_S	sigma_obsS	data1	1
obsS		C1	109.493596630898	30	offset_S	sigma_obsS	data1	2
obsS		C1	83.5391692978031	40	offset_S	sigma_obsS	data1	1
obsS		C1	96.0682663843374	40	offset_S	sigma_obsS	data1	1
obsS		C1	103.739623873244	40	offset_S	sigma_obsS	data1	2
obsS		C1	83.9152010304384	50	offset_S	sigma_obsS	data1	1
obsS		C1	85.8224370691656	50	offset_S	sigma_obsS	data1	1
obsS		C1	82.3587054607325	50	offset_S	sigma_obsS	data1	2
obsS		C1	102.2721675082	60	offset_S	sigma_obsS	data1	1
obsS		C1	93.0670397782686	60	offset_S	sigma_obsS	data1	1
obsS		C1	105.780004359514	60	offset_S	sigma_obsS	data1	2
obsS		C1	110.218674779408	70	offset_S	sigma_obsS	data1	1
obsS		C1	89.0698029833613	70	offset_S	sigma_obsS	data1	1
obsS		C1	95.1865562725319	70	offset_S	sigma_obsS	data1	2
obsS		C1	83.3422470362426	80	offset_S	sigma_obsS	data1	1
obsS		C1	94.3346500425246	80	offset_S	sigma_obsS	data1	1
obsS		C1	99.6377352309282	80	offset_S	sigma_obsS	data1	2
obsS		C1	94.4657060525848	90	offset_S	sigma_obsS	data1	1
obsS		C1	88.772891486964	90	offset_S	sigma_obsS	data1	1
obsS		C1	76.7322983158281	90	offset_S	sigma_obsS	data1	2
obsS		C1	101.921806032856	100	offset_S	sigma_obsS	data1	1
obsS		C1	97.6624444033439	100	offset_S	sigma_obsS	data1	1
obsS		C1	85.7235752783293	100	offset_S	sigma_obsS	data1	2
